iter	Passed	Remaining
831	15484	3126
832	15503	3108
833	15520	3089
834	15536	3070
835	15552	3051
836	15569	3031
837	15585	3012
838	15601	2993
839	15619	2975
840	15638	2956
841	15653	2937
842	15671	2918
843	15687	2899
844	15704	2880
845	15730	2863
846	15743	2843
847	15755	2824
848	15772	2805
849	15789	2786
850	15804	2767
851	15818	2747
852	15831	2728
853	15844	2708
854	15855	2688
855	15872	2670
856	15885	2650
857	15899	2631
858	15915	2612
859	15930	2593
860	15946	2574
861	15959	2554
862	15971	2535
863	15982	2515
864	15995	2496
865	16007	2476
866	16019	2457
867	16029	2437
868	16042	2418
869	16055	2399
870	16149	2391
871	16173	2374
872	16202	2357
873	16219	2338
874	16231	2318
875	16241	2299
876	16257	2280
877	16270	2260
878	16283	2241
879	16296	2222
880	16309	2203
881	16322	2183
882	16334	2164
883	16347	2145
884	16358	2125
885	16373	2106
886	16389	2087
887	16410	2069
888	16430	2051
889	16447	2032
890	16463	2014
891	16479	1995
892	16494	1976
893	16511	1957
894	16530	1939
895	16550	1921
896	16569	1902
897	16591	1884
898	16611	1866
899	16629	1847
900	16645	1828
901	16659	1810
902	16673	1791
903	16684	1771
904	16699	1752
905	16718	1734
906	16731	1715
907	16746	1696
908	16761	1677
909	16773	1658
910	16787	1640
911	16798	1620
912	16809	1601
913	16824	1583
914	16840	1564
915	16857	1545
916	16870	1527
917	16883	1508
918	16894	1489
919	16906	1470
920	16919	1451
921	16933	1432
922	16945	1413
923	16959	1394
924	16971	1376
925	16985	1357
926	16998	1338
927	17010	1319
928	17022	1300
929	17035	1282
930	17048	1263
931	17060	1244
932	17071	1225
933	17084	1207
934	17098	1188
935	17111	1169
936	17121	1151
937	17140	1132
938	17151	1114
939	17166	1095
940	17182	1077
941	17195	1058
942	17208	1040
943	17218	1021
944	17233	1003
945	17246	984
946	17258	965
947	17269	947
948	17284	928
949	17298	910
950	17311	891
951	17325	873
952	17340	855
953	17354	836
954	17364	818
955	17377	799
956	17389	781
957	17402	762
958	17412	744
959	17427	726
960	17445	707
961	17467	689
962	17482	671
963	17496	653
964	17511	635
965	17525	616
966	17542	598
967	17558	580
968	17576	562
969	17597	544
970	17613	526
971	17628	507
972	17641	489
973	17658	471
974	17670	453
975	17688	434
976	17701	416
977	17715	398
978	17731	380
979	17745	362
980	17760	343
981	17775	325
982	17788	307
983	17800	289
984	17813	271
985	17827	253
986	17840	234
987	17853	216
988	17866	198
989	17880	180
990	17897	162
991	17911	144
992	17923	126
993	17934	108
994	17946	90
995	17961	72
996	17975	54
997	17988	36
998	17999	18
999	18009	0
