iter	Logloss
0	0.6393721402
1	0.5895632901
2	0.5403421049
3	0.5001769135
4	0.4628870867
5	0.4247397498
6	0.3937576177
7	0.3669922187
8	0.3388839683
9	0.3128599669
10	0.2839789427
11	0.2630290026
12	0.2421650736
13	0.225538405
14	0.2087478573
15	0.1937776714
16	0.1785625903
17	0.1679476505
18	0.155098098
19	0.1451949098
20	0.1362632498
21	0.1272676668
22	0.1172200209
23	0.1081922292
24	0.1019464673
25	0.09470089703
26	0.08897831779
27	0.08240858307
28	0.07675085043
29	0.07211864371
30	0.06783158741
31	0.06360221011
32	0.05980539281
33	0.05639537867
34	0.05321710819
35	0.05034060206
36	0.04767288312
37	0.04502018232
38	0.04240611955
39	0.0403381959
40	0.03865280216
41	0.03691755069
42	0.03532708535
43	0.03363353212
44	0.03233714319
45	0.03097086042
46	0.02974739302
47	0.02844750485
48	0.02732631231
49	0.02608514056
50	0.02510779756
51	0.02435749896
52	0.0234988311
53	0.02275534725
54	0.02220334299
55	0.02160504041
56	0.02103699036
57	0.02036823946
58	0.01983715425
59	0.0191550015
60	0.01868673684
61	0.0182867042
62	0.01786614765
63	0.01740069442
64	0.0169977284
65	0.01663318904
66	0.01626493742
67	0.01592761802
68	0.01565329315
69	0.01536681849
70	0.01514110581
71	0.01479850665
72	0.01444780816
73	0.01417912567
74	0.01401319935
75	0.01368387032
76	0.01351998468
77	0.01336757647
78	0.01314097597
79	0.01301253482
80	0.0128175633
81	0.01268195699
82	0.01243944485
83	0.01228260161
84	0.01216779239
85	0.01205935238
86	0.01192322493
87	0.01171530116
88	0.01156194903
89	0.011503244
90	0.01134971544
91	0.01123914938
92	0.01112074417
93	0.01097042217
94	0.01092726861
95	0.01088145485
96	0.01071379679
97	0.01062475629
98	0.01052082042
99	0.01038638812
100	0.01032244885
101	0.01023476935
102	0.0101871588
103	0.01004157997
104	0.01001733323
105	0.009970800753
106	0.009826982926
107	0.00967496415
108	0.009580679663
109	0.009490148084
110	0.009450695399
111	0.009406893861
112	0.009361650836
113	0.009307153999
114	0.009274198983
115	0.009249896141
116	0.009145646449
117	0.009118910234
118	0.009057128724
119	0.008973789947
120	0.008903522117
121	0.008827896476
122	0.008796004078
123	0.008740333238
124	0.00866354335
125	0.008602120382
126	0.008578047626
127	0.008489538845
128	0.008457829377
129	0.008411859511
130	0.008359718811
131	0.008336748512
132	0.008304823593
133	0.008249703169
134	0.008177788158
135	0.008099756786
136	0.008035385802
137	0.008011267517
138	0.007946411972
139	0.007889105333
140	0.007825334359
141	0.007816566734
142	0.007768667567
143	0.007757793404
144	0.007725457909
145	0.007719321222
146	0.007702278664
147	0.007654474621
148	0.007604890874
149	0.007577148951
150	0.007536368602
151	0.00751209259
152	0.007485411661
153	0.007457688438
154	0.007415890999
155	0.007377149707
156	0.007320343889
157	0.007291675122
158	0.007251524051
159	0.007239661253
160	0.007196106061
161	0.007165600678
162	0.007159653425
163	0.007124730083
164	0.007092667764
165	0.007042465308
166	0.007023835731
167	0.007008517591
168	0.006998884099
169	0.006985416396
170	0.006956495592
171	0.006923790986
172	0.006891096949
173	0.006863124942
174	0.006813362736
175	0.006795656752
176	0.006741952205
177	0.006723873857
178	0.006691818042
179	0.00668260041
180	0.006661754943
181	0.00662838122
182	0.006612389899
183	0.006586348817
184	0.006586269548
185	0.006545035532
186	0.006520026988
187	0.00650381981
188	0.006490149665
189	0.006475226654
190	0.006432843025
191	0.006421359096
192	0.006388119115
193	0.006378609201
194	0.006359387338
195	0.006348535126
196	0.006285049117
197	0.006261320269
198	0.006234617388
199	0.006210659268
200	0.00618442672
201	0.006173034661
202	0.006139237354
203	0.006105470942
204	0.006063552769
205	0.0060537522
206	0.006045100837
207	0.006033329504
208	0.006025992391
209	0.006006214422
210	0.005987481591
211	0.005971158963
212	0.005935491707
213	0.00592532162
214	0.005919352415
215	0.00588756693
216	0.005879089147
217	0.005872731725
218	0.005811776651
219	0.00580396636
220	0.005779067167
221	0.00577622647
222	0.005745740599
223	0.005718642184
224	0.005689329097
225	0.005662253039
226	0.005626195532
227	0.005591123
228	0.005561444867
229	0.005553949215
230	0.005515666874
231	0.005493044142
232	0.005474380012
233	0.005466669315
234	0.00543592653
235	0.005420597008
236	0.00540925617
237	0.00540925617
238	0.005377868659
239	0.005359539087
240	0.005339031431
241	0.005321344146
242	0.005310531366
243	0.005293455474
244	0.005265672493
245	0.005257964236
246	0.005237078524
247	0.005212652917
248	0.005184926442
249	0.005158519501
250	0.005135268303
251	0.005127984849
252	0.005099694137
253	0.005067633444
254	0.005067611493
255	0.005045925768
256	0.005022322532
257	0.005000944942
258	0.004995957868
259	0.004977359593
260	0.00496794399
261	0.004965877289
262	0.004935675976
263	0.004897981857
264	0.004897981857
265	0.004890967919
266	0.004873111526
267	0.004866845976
268	0.004840260576
269	0.004819753733
270	0.004806932383
271	0.004794458193
272	0.004784516158
273	0.004780666907
274	0.004776160329
275	0.004752135948
276	0.004744952089
277	0.004742850022
278	0.004722403342
279	0.004682179912
280	0.004657042911
281	0.004649112698
282	0.004626531837
283	0.00461696176
284	0.004612751527
285	0.004600075301
286	0.00459443781
287	0.004568004852
288	0.004549052506
289	0.004544210149
290	0.004523879732
291	0.004495549588
292	0.004495559751
293	0.004491106019
294	0.004488379957
295	0.004475989508
296	0.004465272664
297	0.004444391018
298	0.004440602338
299	0.004425033381
300	0.004412799845
301	0.00439072387
302	0.004377574059
303	0.004356982255
304	0.004354505791
305	0.004341097033
306	0.004336127845
307	0.004317113709
308	0.004300511808
309	0.004294795453
310	0.004289920576
311	0.004269410481
312	0.004246484898
313	0.004224804051
314	0.004213240852
315	0.004180500066
316	0.004176284956
317	0.004157725706
318	0.004146994634
319	0.00414695317
320	0.004127917895
321	0.0041133018
322	0.004102978458
323	0.004070590118
324	0.004049277163
325	0.004036539554
326	0.004019527484
327	0.00400274306
328	0.003970231546
329	0.003970202278
330	0.003947797842
331	0.003929432497
332	0.003919206312
333	0.003910357385
334	0.003893762395
335	0.003893771745
336	0.003885357784
337	0.003866748127
338	0.003856337792
339	0.003856333727
340	0.003848240504
341	0.003822852685
342	0.003808899609
343	0.003808874405
344	0.003798887248
345	0.003798887248
346	0.003798880744
347	0.003774936039
348	0.003766321668
349	0.003748696987
350	0.003745050585
351	0.003719055846
352	0.003704227145
353	0.003695666841
354	0.003669892431
355	0.003653648259
356	0.003629375094
357	0.003611394308
358	0.003607441397
359	0.003585252412
360	0.003585265421
361	0.003568983037
362	0.003564862237
363	0.003564824025
364	0.003550620132
365	0.003542529348
366	0.003525388007
367	0.003496613954
368	0.003496613954
369	0.003496607043
370	0.003496590783
371	0.003496590783
372	0.003496590783
373	0.003480627917
374	0.00347711729
375	0.003464858144
376	0.003458113317
377	0.00343566823
378	0.003433005584
379	0.003428177862
380	0.003421538321
381	0.003406700677
382	0.003406708401
383	0.003390328862
384	0.003390286788
385	0.003378247768
386	0.003369106966
387	0.003369098429
388	0.003369100462
389	0.003353846957
390	0.003353868706
391	0.003353846348
392	0.00333380191
393	0.003333796626
394	0.003324190979
395	0.00331885898
396	0.003297696841
397	0.003286813734
398	0.003269329705
399	0.003269320965
400	0.003269315884
401	0.003253199357
402	0.003230646138
403	0.003230623374
404	0.003216508709
405	0.003203082674
406	0.003186650288
407	0.003177581033
408	0.003167097119
409	0.003149625286
410	0.003135954734
411	0.003135947214
412	0.003128430219
413	0.003123727499
414	0.003123747622
415	0.003112423857
416	0.003112410036
417	0.003102973701
418	0.003102958253
419	0.003091507657
420	0.003077698486
421	0.003060937233
422	0.003060960404
423	0.003060924224
424	0.003060937233
425	0.003048110801
426	0.003048080922
427	0.003040653564
428	0.003040650921
429	0.003031034705
430	0.003027692577
431	0.00301420211
432	0.00301422833
433	0.002998083347
434	0.002998086599
435	0.002990228746
436	0.002980405819
437	0.002980414356
438	0.002973580909
439	0.002963461636
440	0.00296344253
441	0.002963438871
442	0.002963438058
443	0.002956609897
444	0.002956592213
445	0.00295070614
446	0.002950158164
447	0.002941792985
448	0.002941795424
449	0.002933228209
450	0.002924361192
451	0.002924359363
452	0.002924341477
453	0.002920110309
454	0.002920086528
455	0.002920092829
456	0.002908768251
457	0.002907512743
458	0.002907502783
459	0.002907525751
460	0.002901111011
461	0.002894814769
462	0.002870482455
463	0.002851241487
464	0.002851224413
465	0.002849085353
466	0.002838726036
467	0.00283874941
468	0.002838730914
469	0.002829507387
470	0.002829519989
471	0.002815007554
472	0.002815011212
473	0.002802640276
474	0.00279222486
475	0.002782570432
476	0.002782538114
477	0.002782554171
478	0.002782553358
479	0.002782553765
480	0.002769512492
481	0.002767003101
482	0.002749081463
483	0.002749085325
484	0.002736051979
485	0.002725501601
486	0.002708234039
487	0.002708234039
488	0.002697323086
489	0.002691458355
490	0.002682719999
491	0.002681071394
492	0.002681076882
493	0.002670297842
494	0.002658196016
495	0.002653502442
496	0.002640419706
497	0.002626913791
498	0.002626845497
499	0.002622283836
500	0.002616382316
501	0.002604217481
502	0.002604220326
503	0.00260420244
504	0.002600760309
505	0.002592527246
506	0.002592522572
507	0.002592522572
508	0.002592521759
509	0.002581925242
